,UnixTime,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,SampleNumber,Timestamp RAW,Timestamp CAL,System Timestamp CAL,VSenseBatt RAW,VSenseBatt CAL,GSR RAW,GSR Resistance CAL,GSR Conductance CAL,Packet reception rate RAW,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
2023-02-15 18:23:12,1676465592.7982557,0.7945552832748539,0.6535273909356725,0.6716870049707603,0.8326602658479532,0.4296712774269006,0.52129483,0.1746487570760234,0.4869650399415204,0.6880689251461988,0.4869189593567251,0.2098073397660818,0.7511629499415204,0.154815516374269,-0.2319812815204678,-0.2179628981871345,0.1634479370175438,-0.2018159757017543,-0.7979394591812866,-0.7296364887719299,-0.1113825527076023,890.3701543859648,823.9337640350877,869.2858188888889,848.4983833333333,847.9328664327485,-0.2810080009594298,0.0043256436175073,0.9458386159082602,-8.77812078821729,13.726804855971308,32.04598677785773,1.0,1.0,1.0,1.0,1.0,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:13,1676465593.4963343,1.0059446111436952,1.580819150733138,1.726888595601173,0.98432788856305,0.5178171905865103,0.7603464328445747,0.7459855077419355,0.2929785368328445,0.4837633421407624,0.5729190014369502,0.387051513372434,0.7873530185923754,0.2624723621994135,-0.2193314855718475,-0.0121305908510263,0.2447304445454545,0.0397538765894428,-0.6488660536950147,0.004398749447214,-0.0136728617847507,782.8996822580646,860.2067794721407,836.3665336363637,849.0393446041056,851.6069965689151,-0.3589676216550586,0.0617178192586143,0.942380306657808,7.012148322947214,-3.0695909069430445,-8.267440572162528,1.0,1.0,1.0,1.0,1.0,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:14,1676465594.5033972,1.0497938,1.6789893615120275,1.8227985340206188,1.1067553,0.52109,0.7635447234020619,0.7240381904329897,0.28948405,0.4174665,0.5455937539175258,0.3794732862542955,0.76662153,0.28909606,-0.0996345190171821,0.0395393732164948,0.31313974,0.09443278,-0.5360355093127148,0.1294627335395189,0.017406674,823.4097387285224,853.0576575257732,848.921736323024,839.8717295189003,850.1582246391753,-0.2341488972562285,0.0417178439110824,0.9766201792713702,-0.1495875197997208,-0.7892270432305091,-1.205461639718911,1.0,1.0,1.0,1.0,1.0,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:15,1676465595.4887571,1.0497938,1.159918238338658,0.8975376015015976,1.1067553,0.52109,0.7068280190095846,0.2371016090734824,0.28948405,0.4174664999999999,0.5507277173162939,0.2507029445367412,0.76662153,0.28909606,-0.1947221112140575,-0.2468668990095846,0.31313974,0.09443278,-0.7353930206389777,-0.7380435707667732,0.017406674,816.5867373482429,849.3953058146965,852.7680780511182,853.4761047923323,848.3023759105431,-0.2007902590230631,0.0525140244359025,0.9871853471944888,0.559088368766224,1.6757601899460863,2.8366478868185903,1.0,1.6293929712460065,1.0,1.0,1.6293929712460065,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:16,1676465596.482952,1.2024060044520548,1.1780824739726028,0.7580050624657534,0.6383139233219178,0.6265801936301371,0.6773423124315069,0.3624588052054794,0.3701298579109589,0.6117068622945205,0.7487381048630137,0.4864970460958904,0.6408233981164383,0.3024165910273972,-0.1244386144383561,-0.1206947860068493,0.3221904575342466,0.034369892119863,-0.7423195160616438,-0.840327833458904,0.0192818506232876,832.5232039383561,851.8776596917809,845.1037398630137,845.608783390411,851.0745604452055,-0.190058459974315,0.052011150203339,0.9890598662912028,-0.7917221278360446,2.3092322153587865,3.382205179292862,1.0,1.3869863013698631,1.0,1.0,1.3869863013698631,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:17,1676465597.479019,1.2940627615141955,1.1716086239747634,0.8584862595268139,0.4541474207255521,0.7562142494321766,0.6079558530283912,0.4050968393690852,0.618974834258675,0.8272214099053627,0.8973810623343849,0.5895543011987382,0.8711088906940063,0.2499273857097791,-0.2453133508201893,-0.1136851896246056,0.3556155350788643,-0.099473509022082,-0.7390989014511041,-0.7616841094637224,-0.0861401441656151,786.9777323659306,844.9501327760253,852.0452668769717,832.1605918927444,850.4424495899053,-0.2137235527158911,0.0409861663914629,0.9831571849738762,-1.0359504771909502,5.635413040498078,3.915747513154328,1.0,1.0,1.0,1.0,1.0,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:18,1676465598.4983006,1.073524875490196,0.6377712404575163,0.631322442124183,0.9950045341830066,0.8504143331372549,0.6304734508823528,0.246072945751634,1.1565183751633987,0.601638266993464,0.6440878779738562,0.1763085771601307,1.2527307,0.2088628906862745,-0.3559960587254902,-0.1523431744640523,0.4388916868300653,-0.2920383755228758,-0.8003046299673203,-0.4603190582352941,-0.1867402063398693,854.6799037908497,851.7698489542483,849.3088135947712,862.4619913071895,850.3148253594771,-0.2418759414573121,0.022726420483558,0.9773425931244892,-2.0408994387957007,1.818403356215533,3.9962065453622855,1.0,1.0,1.0,1.0,1.0,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:19,1676465599.4894366,1.0404749,0.8842408582333333,0.6719438094333334,1.098428473,0.8760113000000002,0.4677989803999999,0.3785545170666666,0.8501173401666667,0.5531051,0.4691062198,0.1736858255333333,0.7702799084999999,0.21523345,-0.2482010449999999,-0.0855014043866666,0.4211445590666667,-0.3249666,-0.8677051567333333,-0.3653116314,-0.0280464336298666,832.2191658,851.8432179666667,852.6128184,849.7278343,849.9857116000001,-0.2106070963541666,0.01478759765625,0.9832633463541668,1.579674784342448,0.9910756429036456,3.8678019205729166,1.0,1.0,1.0,1.0,1.0,73.61,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:20,1676465600.5123365,1.5132361419871794,1.0921042125,0.6664303371153846,1.1968381157051282,0.8370199863461539,0.449269132051282,0.3296775855128205,0.9323376686538462,0.6594417900641025,0.4129497274679487,0.3203688642948717,0.8254083402564103,0.3201626111217949,-0.1768789565705128,-0.21040599375,0.3864824017628205,-0.1656273236025641,-0.8612083607051283,-0.8968643531089743,-0.1853494872115384,834.1640844230769,853.9696557371796,854.164665897436,848.5120206089744,852.8913034294872,-0.1894149780273437,0.0294443766276041,0.9910123776166868,-0.6566169934395032,2.4217903919709034,5.151711488381411,1.0,1.0,1.0,1.0,1.0,73.58836538461539,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
2023-02-15 18:23:21,1676465601.5101085,1.3645449003289474,1.130794547368421,1.2025599782894736,1.502975949342105,0.6901874231907895,0.689774257006579,0.6179035735526316,1.1160925680921052,0.5784087001644737,0.4577190029276316,0.5726980315131579,0.9934721395394736,0.2790459257565789,-0.1757829780592105,-0.2433427847697368,0.3555746240460526,-0.1901311253782894,-0.7812261765131578,-0.9086309775986842,-0.3510320353947368,838.8268745065789,852.3051557236842,853.7856596381579,849.5601934539474,851.8306590789474,-0.1980628967285156,-0.0048539011101973,0.986942492033306,-1.9205555162931744,3.3858620493035567,1.2446423580772,1.0,1.0,1.0,1.0,1.0,73.58,,87999.0,7780059.458563535,687492.1875,1676466212253.0627,2679.78453038674,3902.865675024791,18384.584056827152,149.83887136759904,6.729124360006384,98.982636148382,843.8571428571429,446.83662194159433,885.3180741910023,495.4009471191792,-0.0030677753258805,0.1151376316278302,634009.6879471191,582.1544447660258,602.0955554748391,0.4301013290740978,0.3255117911942473,0.3608054587854206,0.3656742883744724,0.4609313338595106,0.3220205209155485,964.6443514644352,532.9256926952141,964.907949790795,533.0097956898965,656.4996943394078,23.997100859121407,-84.21226126038081,1851.411,1851.411,954.6794652983884,526.6757898032305,618654.0759772001,619055.59530785,401.5193306499944,0.2347273855461447,2360.352564102564,2358.352564102564,654471.61225,654523.7438903847,52.13164038461789,6.755847968082263,173.25698961142544,7343.98995140869,-6733.9672700846495,185.22451450665332
